image_index,path
920,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\3b1f94ef43.jpg
921,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\3ca042da1d.jpg
922,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\3d0b64911d.jpg
923,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\3d148b6ceb.jpg
924,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\3d9d724bad.jpg
925,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\40d9accbc3.jpg
926,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\46ff4723b3.jpg
927,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\4b4ac3572e.jpg
928,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\4c57149d9a.jpg
929,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\4fdd63a5ac.jpg
930,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\50f4f89a6a.jpg
931,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\52ef4432c2.jpg
932,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\5a7fc6e1d0.jpg
933,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\5b0d1ce931.jpg
934,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\5fce220107.jpg
935,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\6c0d278387.jpg
936,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\6dd9378479.jpg
937,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\6f21f722a4.jpg
938,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\7b2a78c0f4.jpg
939,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\7c9a3293e3.jpg
940,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\8b28b8aff6.jpg
941,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\8bae999e5f.jpg
942,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\8bdd4faf47.jpg
943,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\8d16c98257.jpg
944,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\8e373d8fc8.jpg
945,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\8ffcaef63a.jpg
946,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\9a1807b606.jpg
947,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\9a66495882.jpg
948,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\9cf8d2094e.jpg
949,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\9d6b6ee0f0.jpg
950,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka\9fbcb88ec3.jpg
951,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\02e5b4e8da.jpg
952,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\09dcbbc290.jpg
953,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\0c17814d81.jpg
954,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\0d9cd4df8b.jpg
955,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\0df9285247.jpg
956,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\0dfaa738ba.jpg
957,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\0ee24a81c0.jpg
958,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\15ec744db6.jpg
959,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\19d5fbe38d.jpg
960,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\1b67a0fdb7.jpg
961,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\1c64663042.jpg
962,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\1e1beaab95.jpg
963,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\1eea29a7b3.jpg
964,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\2a9968827f.jpg
965,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\2bb5519532.jpg
966,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\2c1a215ee1.jpg
967,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\2e5943ad78.jpg
968,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\2f49789828.jpg
969,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\30dda93423.jpg
970,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\31d89bc9b5.jpg
971,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\39ad31bd44.jpg
972,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3a47674d70.jpg
973,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3a6fa8e35b.jpg
974,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3bb19fd58f.jpg
975,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3bfa7d682c.jpg
976,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3cb396d02d.jpg
977,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3d0b64911d.jpg
978,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3d9d724bad.jpg
979,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3e263c335a.jpg
980,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\3fc682b9cf.jpg
981,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\4ae1ff8628.jpg
982,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\4b4ac3572e.jpg
983,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\4c50b39cca.jpg
984,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\4c57149d9a.jpg
985,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\4cd4c265b1.jpg
986,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\4fdd63a5ac.jpg
987,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\6aed8f08ba.jpg
988,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\6d7c5654b3.jpg
989,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\6f21f722a4.jpg
990,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\6f4f3f84a6.jpg
991,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\7c9a3293e3.jpg
992,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\7e83b1fb3d.jpg
993,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\8bdd4faf47.jpg
994,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\8c2b8cf99a.jpg
995,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\8ce31c5751.jpg
996,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\8e31a9b2ae.jpg
997,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\8fca9cc4f8.jpg
998,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\9b8f7a730e.jpg
999,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\9bb0ceee7d.jpg
1000,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS AMB POLLASTRE\chicken_tikka_masala\9fcb2f58ab.jpg
1001,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\02af2134f3.jpg
1002,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\03fe11acf9.jpg
1003,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\07c9d4f7f6.jpg
1004,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\0a6124179a.jpg
1005,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\0d59f8fef3.jpg
1006,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\10a0d4e223.jpg
1007,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\1a2339f153.jpg
1008,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\1a6dfec388.jpg
1009,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\1cbf331f74.jpg
1010,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\1f2c7ae7d5.jpg
1011,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\2b79a034de.jpg
1012,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\2b7df121fa.jpg
1013,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\2c6e971ab9.jpg
1014,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\2d10f06c50.jpg
1015,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\2f22191abd.jpg
1016,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\2fa42fc04d.jpg
1017,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\3a16f237fc.jpg
1018,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\3a4906810d.jpg
1019,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\3a49809912.jpg
1020,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\3bc9b34347.jpg
1021,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\4bfa945760.jpg
1022,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\4c062ccaac.jpg
1023,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\4d8e9f4dcc.jpg
1024,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5a6ac095a9.jpg
1025,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5ab806bfd6.jpg
1026,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5bc77b9729.jpg
1027,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5c1f208d9f.jpg
1028,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5c22ede1a1.jpg
1029,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5c234ecb37.jpg
1030,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5c5547f868.jpg
1031,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\5fa32d6e4a.jpg
1032,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\6a02a6b5d2.jpg
1033,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\6a188dbc64.jpg
1034,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\6a1d21a495.jpg
1035,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\6af9d24b5b.jpg
1036,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\6d992182d9.jpg
1037,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\6ef7e85e89.jpg
1038,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\7b71b72f26.jpg
1039,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\7c5fdfa669.jpg
1040,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\7c7d677683.jpg
1041,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\7caeb867eb.jpg
1042,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\7d91d3ad9c.jpg
1043,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\7e7b1f8b49.jpg
1044,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\8a63276998.jpg
1045,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\8cca87feac.jpg
1046,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\8d0289c7d7.jpg
1047,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\8de15fa259.jpg
1048,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\8e7b0d6993.jpg
1049,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\8f718bb02c.jpg
1050,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_baati_churma\9e95461988.jpg
1051,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\02c21bc6b0.jpg
1052,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\03a1d9ee66.jpg
1053,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0c66d6eac8.jpg
1054,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0d94ed5a2a.jpg
1055,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0de67d6d83.jpg
1056,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0eb0bd982e.jpg
1057,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0f3fe0973d.jpg
1058,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0f5a631e67.jpg
1059,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\0fa444835e.jpg
1060,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\13e7b62615.jpg
1061,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\14dc3a8c37.jpg
1062,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\23f537950b.jpg
1063,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2a75efe39d.jpg
1064,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2be8a14425.jpg
1065,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2c915092ba.jpg
1066,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2e1739187c.jpg
1067,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2eb5f30ce9.jpg
1068,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2eca41682f.jpg
1069,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\2ee2c1101b.jpg
1070,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\3d2aa47c5c.jpg
1071,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\3f586db95f.jpg
1072,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\4b70c10760.jpg
1073,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\4d230e07b4.jpg
1074,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\4e4e0697ef.jpg
1075,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\4f086c0a32.jpg
1076,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\4fcffbd44a.jpg
1077,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\5be6c0586a.jpg
1078,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\5e498feb3a.jpg
1079,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\6c4bdc4e8f.jpg
1080,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\6cac88ac19.jpg
1081,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\6db6b2431c.jpg
1082,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\6e7f3f72d1.jpg
1083,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\PLATS DE LLEGUMS\daal_puri\7b2db424c4.jpg
